內視鏡或是雷射治療是否算「手術」，可否申請理賠？,只要在診斷證明書上有寫到「手術」字眼，保險公司便比較沒有立場刁難你。
一定要動刀、要流血才叫手術?,只要在診斷證明書上有寫到「手術」字眼，保險公司便比較沒有立場刁難你。
被醫師證明罹患乳癌，保險公司卻要求保戶提出「病理切片」報告,因為保險公司是依照「保單條款」行事，且認定保戶也認同保單條款上的相關說明而簽名、投保，因此如果阿芬不提出病理切片報告，保險公司可以不賠。
向保險公司申請初次罹癌保險金時，卻被保險公司要求要提出「病理組織切片」報告,因為保險公司是依照「保單條款」行事，且認定保戶也認同保單條款上的相關說明而簽名、投保，因此如果阿芬不提出病理切片報告，保險公司可以不賠。
保戶可以主張「診斷證明書上確定罹癌」，即使不附上病理切片報告，也能要求保險公司理賠嗎？,因為保險公司是依照「保單條款」行事，且認定保戶也認同保單條款上的相關說明而簽名、投保，因此如果阿芬不提出病理切片報告，保險公司可以不賠。
出國時若發生意外，如早產、車禍等緊急狀況必須就醫,若需長期出國，應辦理當地保險，短期出國則應辦理平安險或意外險，以避免緊急就醫狀況發生時，還要費心考量高額的國外醫療費用。
出國洽公及旅遊時，遭逢意外而有就醫需求問題,若需長期出國，應辦理當地保險，短期出國則應辦理平安險或意外險，以避免緊急就醫狀況發生時，還要費心考量高額的國外醫療費用。
在國外旅遊時感冒或腳扭到,若需長期出國，應辦理當地保險，短期出國則應辦理平安險或意外險，以避免緊急就醫狀況發生時，還要費心考量高額的國外醫療費用。
汽車音響被偷，竊盜險不賠?,建議消費者加保「零件配件被竊損失險」，即能獲得較多的保障。
向保險公司申請竊盜險理賠，汽車零件不在承保範圍內?,建議消費者加保「零件配件被竊損失險」，即能獲得較多的保障。
汽車沒被偷走，只是車上的零件如音響等遭竊賊偷走,建議消費者加保「零件配件被竊損失險」，即能獲得較多的保障。
零件配件不是與被保險車輛同時被偷,建議消費者加保「零件配件被竊損失險」，即能獲得較多的保障。
花了3萬元購買汽車全險，在一次路邊停車時被偷了前座的兩張賽車椅及一台音響,建議消費者加保「零件配件被竊損失險」，即能獲得較多的保障。
輪胎遭竊或被破壞，保險不保？,屬於「消耗性材料」，容易招致道德危險，即使車主投保車體損失險，仍無法申請理賠
汽車消耗性的材料包括雨刷、煞車皮、機油及座車椅等，是否列入理賠的範圍?,屬於「消耗性材料」，容易招致道德危險，即使車主投保車體損失險，仍無法申請理賠
車借朋友開,非屬被保險人（如朋友）開車時所致的汽車損失，車主雖仍可向保險公司申請理賠，但事後保險公司會在賠款範圍內向肇事駕駛人追償
向朋友借一台休旅車，不小心與其它汽車發生了擦撞,非屬被保險人（如朋友）開車時所致的汽車損失，車主雖仍可向保險公司申請理賠，但事後保險公司會在賠款範圍內向肇事駕駛人追償
保前未告知病症？,建議在投保當下都要告知
保單生效前就有此病症之診療行為，並未告知保險業務員,建議在投保當下都要告知
投保時是否需要告知過去的病史?,建議在投保當下都要告知
自摔理賠,強制險理賠兩車事故強制險下的駕駛人傷害險理賠自摔。
騎車自摔,強制險理賠兩車事故強制險下的駕駛人傷害險理賠自摔。
車禍意外自摔，有投保意外險,強制險理賠兩車事故強制險下的駕駛人傷害險理賠自摔。
駕駛不慎自撞導致車禍意外,強制險理賠兩車事故強制險下的駕駛人傷害險理賠自摔。
駕車不慎撞上分隔島,強制險理賠兩車事故強制險下的駕駛人傷害險理賠自摔。
少了當次門診手術的收據（遺失）醫院也說無法補發,向健保局申請建一紀錄
請醫院開立費用明細表,向健保局申請建一紀錄
騎機車或開車時，為閃汽機車而摔倒(對方違規),"車禍事故是以有無因果關係，致使駕駛人傷害，仍是要負過失傷還得責任。也就是說，無碰撞還是可以以舉證得知(因果關係)成立，對方還是要付肇責的。"
無車碰車，對方是否需理賠,"車禍事故是以有無因果關係，致使駕駛人傷害，仍是要負過失傷還得責任。也就是說，無碰撞還是可以以舉證得知(因果關係)成立，對方還是要付肇責的。"
突然衝出一台汽車，機車急煞摔倒,"車禍事故是以有無因果關係，致使駕駛人傷害，仍是要負過失傷還得責任。也就是說，無碰撞還是可以以舉證得知(因果關係)成立，對方還是要付肇責的。"
由於沒碰撞到車輛只能構成自摔,"車禍事故是以有無因果關係，致使駕駛人傷害，仍是要負過失傷還得責任。也就是說，無碰撞還是可以以舉證得知(因果關係)成立，對方還是要付肇責的。"
為閃避行人撞上護欄,"車禍事故是以有無因果關係，致使駕駛人傷害，仍是要負過失傷還得責任。也就是說，無碰撞還是可以以舉證得知(因果關係)成立，對方還是要付肇責的。"
保險公司業務員打電話催收，並明確告訴陳先生不繳費就不承擔保險責任,按約繳費是每個投保人的法定義務，如果投保人不履行該義務，保險人有權拒絕賠償
並不是不繳保費，只是稍微推後一些,按約繳費是每個投保人的法定義務，如果投保人不履行該義務，保險人有權拒絕賠償
事故發生在繳付保費之前，即保單正式生效之前,按約繳費是每個投保人的法定義務，如果投保人不履行該義務，保險人有權拒絕賠償
忘記繳費，而在理賠時遭到保險公司拒絕理賠,按約繳費是每個投保人的法定義務，如果投保人不履行該義務，保險人有權拒絕賠償
保險公司為何拒絕賠錢？,保險合同有個重要原則，就是投保人需要承擔“如實告知”義務。投保時一個小小的“隱瞞”，很容易令失去日後索賠的權利。
為何會賠不到錢？,保險合同有個重要原則，就是投保人需要承擔“如實告知”義務。投保時一個小小的“隱瞞”，很容易令失去日後索賠的權利。
保險公司到底賠不賠錢,保險合同有個重要原則，就是投保人需要承擔“如實告知”義務。投保時一個小小的“隱瞞”，很容易令失去日後索賠的權利。
要求被保險人就自身健康狀況以及既往病史進行如實告知,根據《保險法》規定，投保人或被保險人故意或因過失未進行健康告知的，足以影響保險公司決定是否承保或者提高費率的，保險公司有權解除保險合同
因為疏忽或過錯，沒有如實填寫健康史,根據《保險法》規定，投保人或被保險人故意或因過失未進行健康告知的，足以影響保險公司決定是否承保或者提高費率的，保險公司有權解除保險合同
是否患有或曾患有肝炎?,根據《保險法》規定，投保人或被保險人故意或因過失未進行健康告知的，足以影響保險公司決定是否承保或者提高費率的，保險公司有權解除保險合同
投保書上的要求如實告知自己目前的身體健康,根據《保險法》規定，投保人或被保險人故意或因過失未進行健康告知的，足以影響保險公司決定是否承保或者提高費率的，保險公司有權解除保險合同
擔心如實填寫會遭到保險公司拒保或提高保險費，索性就故意隱瞞,根據《保險法》規定，投保人或被保險人故意或因過失未進行健康告知的，足以影響保險公司決定是否承保或者提高費率的，保險公司有權解除保險合同
保險事故與投保險種不對應,投保前，要先了解清楚這份保險到底有什?用，都有哪些情況屬於保障範圍內。
劉先生是因為生病住院，與他的終身壽險（身故保障，並有分紅）的保險責任完全不對應,投保前，要先了解清楚這份保險到底有什?用，都有哪些情況屬於保障範圍內。
被保險人遭遇的某一件事故，到底是否屬於自己投保險種裏的保險利益之一,投保前，要先了解清楚這份保險到底有什?用，都有哪些情況屬於保障範圍內。
丈夫開車到家門口時，不小心撞倒了自己的妻子,在保險合同中，通常會有一條“以下情況屬於責任免除”，或曰“以下情況為除外責任”。如果保險事故被列在保險合同的“責任免除”，或曰“除外責任”條款中，就會被拒賠。
倒車的時候把妻子撞死了,在保險合同中，通常會有一條“以下情況屬於責任免除”，或曰“以下情況為除外責任”。如果保險事故被列在保險合同的“責任免除”，或曰“除外責任”條款中，就會被拒賠。
投保人在買保險時，連他本人都不知道自己存在某種隱患,在健康保險中，常常有免責期（或曰觀察期、等待期）的規定。指的是保險合同在生效的指定時期內，即使發生保險事故，保險人也不能獲得保險賠償
觀察期內罹患重大疾病,在健康保險中，常常有免責期（或曰觀察期、等待期）的規定。指的是保險合同在生效的指定時期內，即使發生保險事故，保險人也不能獲得保險賠償
重大疾病觀察期,在健康保險中，常常有免責期（或曰觀察期、等待期）的規定。指的是保險合同在生效的指定時期內，即使發生保險事故，保險人也不能獲得保險賠償
“觀察期”免責,在健康保險中，常常有免責期（或曰觀察期、等待期）的規定。指的是保險合同在生效的指定時期內，即使發生保險事故，保險人也不能獲得保險賠償
投保人已經知道自己有病，企圖通過保險來獲得理賠,在健康保險中，常常有免責期（或曰觀察期、等待期）的規定。指的是保險合同在生效的指定時期內，即使發生保險事故，保險人也不能獲得保險賠償
代簽名,如果以前購買的保險有“代簽名”的問題，投保人最好馬上與保險公司聯系，進行被保險人補簽名或簽名變更的手續
投保人、受益人都是我自己，代簽一下又有什?關系？,如果以前購買的保險有“代簽名”的問題，投保人最好馬上與保險公司聯系，進行被保險人補簽名或簽名變更的手續
保險人簽名並非其本人所寫,如果以前購買的保險有“代簽名”的問題，投保人最好馬上與保險公司聯系，進行被保險人補簽名或簽名變更的手續
被保險人是否要在保單上書面簽名?,如果以前購買的保險有“代簽名”的問題，投保人最好馬上與保險公司聯系，進行被保險人補簽名或簽名變更的手續
給老人買保險，老人是同意的，是老人的真實意思表達，那?子女代簽名,如果以前購買的保險有“代簽名”的問題，投保人最好馬上與保險公司聯系，進行被保險人補簽名或簽名變更的手續
最初由於摔跤導致骨折而後臥床治療，在生病護理期間導致了肺部感染，從而由肺部感染導致了最終的死亡,想想意外事故不是死亡的近因，會不會是死亡的誘因呢？如果認為是的，那就要有理有據地爭取自己的利益，哪怕像本案最後只得到30%的賠償，這種努力也是值得的
受傷臥床極易導致肺部感染，並發生死亡存在一定的幾率，老人的死亡概率更大，三者之間因果聯系的可能性較高,想想意外事故不是死亡的近因，會不會是死亡的誘因呢？如果認為是的，那就要有理有據地爭取自己的利益，哪怕像本案最後只得到31%的賠償，這種努力也是值得的
骨折雖然不是死亡的直接原因，但是確實導致肺部感染引發死亡，骨折、肺部感染和死亡之間具有先後的因果聯系，骨折是死亡的主要誘因,想想意外事故不是死亡的近因，會不會是死亡的誘因呢？如果認為是的，那就要有理有據地爭取自己的利益，哪怕像本案最後只得到32%的賠償，這種努力也是值得的
意外事故和死亡結果之間存在關聯性,想想意外事故不是死亡的近因，會不會是死亡的誘因呢？如果認為是的，那就要有理有據地爭取自己的利益，哪怕像本案最後只得到33%的賠償，這種努力也是值得的
事故因果關系不能一眼看出,想想意外事故不是死亡的近因，會不會是死亡的誘因呢？如果認為是的，那就要有理有據地爭取自己的利益，哪怕像本案最後只得到34%的賠償，這種努力也是值得的
未及時報案,除非有證據證明投保人、被保險人或受益人主觀上存在故意或者因重大過失而沒有及時通知，或者這一行為客觀上導致保險事故的性質、原因、損失程度等難以確定的
被保險人應當在保險事故發生的48小時內通知保險公司,除非有證據證明投保人、被保險人或受益人主觀上存在故意或者因重大過失而沒有及時通知，或者這一行為客觀上導致保險事故的性質、原因、損失程度等難以確定的
報案已是事發後的第三天，超過了48小時,除非有證據證明投保人、被保險人或受益人主觀上存在故意或者因重大過失而沒有及時通知，或者這一行為客觀上導致保險事故的性質、原因、損失程度等難以確定的
未能及時報案是出於出差在外工作繁忙，一時疏忽，並不是故意為之,除非有證據證明投保人、被保險人或受益人主觀上存在故意或者因重大過失而沒有及時通知，或者這一行為客觀上導致保險事故的性質、原因、損失程度等難以確定的
未能在合同規定時間內及時報案,除非有證據證明投保人、被保險人或受益人主觀上存在故意或者因重大過失而沒有及時通知，或者這一行為客觀上導致保險事故的性質、原因、損失程度等難以確定的
未按期繳納保險費,給予投保人一定緩衝繳費的時間一般被稱為“寬限期”，在寬限期中，保單繼續有效，發生合同承保的保險事故，保險人依舊需要賠款，只是可以扣減欠繳的保險費
未及時繳納保險費，保單已經中止,給予投保人一定緩衝繳費的時間一般被稱為“寬限期”，在寬限期中，保單繼續有效，發生合同承保的保險事故，保險人依舊需要賠款，只是可以扣減欠繳的保險費
超過寬限期仍不繳費,給予投保人一定緩衝繳費的時間一般被稱為“寬限期”，在寬限期中，保單繼續有效，發生合同承保的保險事故，保險人依舊需要賠款，只是可以扣減欠繳的保險費
延續保單的效力,給予投保人一定緩衝繳費的時間一般被稱為“寬限期”，在寬限期中，保單繼續有效，發生合同承保的保險事故，保險人依舊需要賠款，只是可以扣減欠繳的保險費
未支付當期保險費,給予投保人一定緩衝繳費的時間一般被稱為“寬限期”，在寬限期中，保單繼續有效，發生合同承保的保險事故，保險人依舊需要賠款，只是可以扣減欠繳的保險費
未提供必要材料,當保險公司認為有關的證明和資料不完整時，應當及時一次性通知申請方，要求其補充提供。
需要提供意外事故證明、法醫學鑒定書或醫院鑒定診斷書,當保險公司認為有關的證明和資料不完整時，應當及時一次性通知申請方，要求其補充提供。
不了解究竟需要提供哪些單證,當保險公司認為有關的證明和資料不完整時，應當及時一次性通知申請方，要求其補充提供。
故意自殺,被保險人死亡為給付保險金條件的合同，自合同成立或者合同效力恢復之日起二年內，被保險人自殺的，保險人不承擔給付保險金的責任，“但被保險人自殺時為無民事行為能力人的除外”
自殺,被保險人死亡為給付保險金條件的合同，自合同成立或者合同效力恢復之日起二年內，被保險人自殺的，保險人不承擔給付保險金的責任，“但被保險人自殺時為無民事行為能力人的除外”
無民事行為能力人自殺,被保險人死亡為給付保險金條件的合同，自合同成立或者合同效力恢復之日起二年內，被保險人自殺的，保險人不承擔給付保險金的責任，“但被保險人自殺時為無民事行為能力人的除外”
跳樓死亡,被保險人死亡為給付保險金條件的合同，自合同成立或者合同效力恢復之日起二年內，被保險人自殺的，保險人不承擔給付保險金的責任，“但被保險人自殺時為無民事行為能力人的除外”
當只有要保人知道危險已發生，保險人可以請求償還費用?,"可以，訂約時，僅要保人知危險已發生者，保險人不受契約之拘束。保險人得請求償還費用。其已收受之保險費，無須返還。"
當只有要保人知道危險已發生，保險人還有受契約約束?,否，訂約時，僅要保人知危險已發生者，保險人不受契約之拘束。
當只有保險人知道危險已經不存在時，要保人還有受契約約束?,否，訂約時，僅保險人知危險已消滅者，要保人不受契約之拘束。
當只有保險人知道危險已經不存在時，要保人還須繳納保險費?,"不用，訂約時，僅保險人知危險已消滅者，要保人不受契約之拘束。保險人不得請求保險費及償還費用。其已收受者，應返還之。"
"保險契約訂立時，保險標的之危險性已經消滅，保險契約還具有效力?","否，保險契約訂立時，保險標的之危險已發生或已消滅者，其契約無效。但為當事人雙方所不知者，不在此限。"
"保險契約訂立時，保險標的之危險已經發生，保險契約還具有效力?","否，保險契約訂立時，保險標的之危險已發生或已消滅者，其契約無效。但為當事人雙方所不知者，不在此限。"
"保險契約訂立時，保險標的之危險已經發生或消滅，但當事人雙方都不知道，保險契約還具有效力?","是，保險契約訂立時，保險標的之危險已發生或已消滅者，其契約無效。但為當事人雙方所不知者，不在此限。"
當只有保險人知道危險已經不存在時，保險人須返還保險費用?,"是，訂約時，僅保險人知危險已消滅者，要保人不受契約之拘束。保險人不得請求保險費及償還費用。其已收受者，應返還之。"
保險公司破產時，保險契約是否具有效力?,否，保險人破產時，保險契約於破產宣告之日終止。
保險公司破產時，其契約終止後之保險費需要反還?,是，保險人破產時，保險契約於破產宣告之日終止，其終止後之保險費，已交付者，保險人應返還之。
要保人破產時，保險契約具有效力?,是，要保人破產時，保險契約仍為破產債權人之利益而存在。
要保人破產時，如何終止契約?,"要保人破產時，保險契約仍為破產債權人之利益而存在，但破產管理人或保險人得於破產宣告三個月內終止契約。"
要保人破產並終止契約後，保險費須退還?,要，其終止後之保險費已交付者，應返還之。
由不可預料或不可抗力之事故所致之損害，保險人須負賠償責任?,要，但保險契約內有明文限制者，不在此限。
由要保人或被保險人過失所造成之損失，保險人須負賠償責任?,要，但出於要保人或被保險人之故意者，不在此限。
由要保人或被保險人蓄意、故意遭成損失，保險人須負賠償責任?,"不用，保險人對於由要保人或被保險人之過失所致之損害，負賠償責任。但出於要保人或被保險人之故意者，不在此限。"
被保險人之死亡保險事故發生時，要保人或受益人須通知保險人?,要，被保險人之死亡保險事故發生時，要保人或受益人應通知保險人。
"被保險人之死亡保險事故發生時，保險人已接獲通知，需要主動聯絡要保人或受益人?","要，保險人接獲通知後，應依要保人最後所留於保險人之所有受益人住所或聯絡方式，主動為通知。"
"當要保人或被保險人交齊證明文件後，保險人須再多久時間內給付賠償金額?","保險人應於要保人或被保險人交齊證明文件後，於約定期限內給付賠償金額。無約定期限者，應於接到通知後十五日內給付之。?"
當保險人因自己之事而未在期限內給付賠償金額，須負擔利息?,"要，保險人因可歸責於自己之事由致未在前項規定期限內為給付者，應給付遲延利息年利一分。"
因戰爭而受到損害，保險人須賠償?,要，保險人對於因戰爭所致之損害，除契約有相反之訂定外，應負賠償責任。
因履行道德上之義務而受損害，保險人須賠償?,要，保險人對於履行道德上之義務所致之損害，應負賠償責任。
因要保人或被保險人之受僱人所致之損害，保險人須賠償?,"要，保險人對於因要保人或被保險人之受僱人，或其所有之物或動物所致之損害，應負賠償責任。"
因要保人或被保險人之所有物所致之損害，保險人須賠償?,"保險人對於因要保人或被保險人之受僱人，或其所有之物或動物所致之損害，應負賠償責任。"
因要保人或被保險人之動物所致之損害，保險人須賠償?,"保險人對於因要保人或被保險人之受僱人，或其所有之物或動物所致之損害，應負賠償責任。"
"當要保人或被保險人為避免或減輕損害之必要行為之所生費用，由誰負擔?","保險人對於要保人或被保險人，為避免或減輕損害之必要行為所生之費用，負償還之責。"
"當要保人或被保險人為避免或減輕損害之必要行為之所生費用高過保險金額，保險人仍須負擔?","要，保險人對於要保人或被保險人，為避免或減輕損害之必要行為所生之費用，負償還之責。其償還數額與賠償金額，合計雖超過保險金額，仍應償還。"
"保險人對於要保人或被保險人為避免或減輕損害之必要行為之費用，須償還多少?",保險人對於前項費用之償還，以保險金額對於保險標的之價值比例定之。
複保險是甚麼?,"複保險，謂要保人對於同一保險利益，同一保險事故，與數保險人分別訂立數個保險之契約行為。"
要保人能針對同一保險利益、同一保險事故進行投保?,"可以，複保險，謂要保人對於同一保險利益，同一保險事故，與數保險人分別訂立數個保險之契約行為。"
"當要保人針對同一保險利益、同一保險事故進行投保時，須通知各保險人?","要，複保險，除另有約定外，要保人應將他保險人之名稱及保險金額通知各保險人。"
當要保人故意不通知各保險人，或意圖不當得利，其契約仍然有效?,"否，要保人故意不為前條之通知，或意圖不當得利而為複保險者，其契約無效。"
保險人可以以其所承保知危險轉向他保險人進行投保?,"可以，再保險，謂保險人以其所承保之危險，轉向他保險人為保險之契約行為。"
原保險契約之被保險人對再保險有無賠償請求權?,"沒有，原保險契約之被保險人，對於再保險人無賠償請求權。但原保險契約及再保險契約另有約定者，不在此限。"
再保險人可以向原保險之要保人請求保險費?,不行，再保險人不得向原保險契約之要保人，請求交付保險費。
"因再保險人不履行義務，原保險人可以以此為由而拒絕或延遲履行其對於被保險人之義務?","不行，原保險人不得以再保險人不履行再保險金額給付之義務為理由，拒絕或延遲履行其對於被保險人之義務。"
保險單可以視作保險契約?,是，保險契約，應以保險單或暫保單為之。
暫保單可以視作保險契約?,是，保險契約，應以保險單或暫保單為之。
保險契約須在要保人聲請且保險人同意後才能簽訂?,是，保險契約，由保險人於同意要保人聲請後簽訂。
保險之利害關係人可以向保險人請求保險契約之謄本?,可以，利害關係人，均得向保險人請求保險契約之謄本。
可以不經別人委任，而為他人之利益訂立保險契約?,可以，要保人得不經委任，為他人之利益訂立保險契約。
當保險契約為代理人之代訂者，須要載明?,是，保險契約由代理人訂立者，應載明代訂之意旨。
"當寶線契約由合夥人中之一人或數人訂立，其利益及合夥人，須載明全體合夥人共同訂立?","是，保險契約由合夥人或共有人中之一人或數人訂立，而其利益及於全體合夥人或共有人者，應載明為全體合夥人或共有人訂立之意旨。"
"當寶線契約由共有人中之一人或數人訂立，其利益及合夥人，須載明全體共有人共同訂立?","是，保險契約由合夥人或共有人中之一人或數人訂立，而其利益及於全體合夥人或共有人者，應載明為全體合夥人或共有人訂立之意旨。"
保險人可以約定標的之一部分應由要保人自行負責?,"可以，保險人得約定保險標的物之一部份，應由要保人自行負擔由危險而生之損失。"
"當保險人已經與要保人約定標的之一部分為要保人自行負責時，要保人可以將未經保險部分向其他保險人訂立保險契約?","不行，保險人得約定保險標的物之一部份，應由要保人自行負擔由危險而生之損失。有前項約定時，要保人不得將未經保險之部份，另向他保險人訂立保險契約。"
除人身保險之保險契約可以是指示式的?,可以，保險契約除人身保險外，得為指示式或無記名式。
除人身保險之保險契約可以是無記名式的?,可以，保險契約除人身保險外，得為指示式或無記名式。
保險人對於要保人所得為之抗辯，也可以以之對抗保險契約之受讓人?,"可以，保險人對於要保人所得為之抗辯，亦得以之對抗保險契約之受讓人。"
保險契約可以是定值保險契約或是不定值保險契約?,可以，保險契約分不定值保險契約，及定值保險契約。
"在保險契約上的保險標的的價值至危險發生後估計而訂之保險契約為何?","不定值保險契約，為契約上載明保險標的之價值，須至危險發生後估計而訂之保險契約。"
在保線契約上載明保險標的一定之價值之保險契約為何?,定值保險契約，為契約上載明保險標的一定價值之保險契約。
為他人利益訂立保險契約，於訂約時他人未確定，由誰享受其利益?,要保人或保險契約所載可得確定之受益人。
"為他人利益訂立保險契約，於訂約時他人未確定，由要保人享受其利益?","是，為他人利益訂立之保險契約，於訂約時，該他人未確定者，由要保人或保險契約所載可得確定之受益人，享受其利益。"
"為他人利益訂立保險契約，於訂約時他人未確定，由保險契約所載可得確定之受益人享受其利益?","是，為他人利益訂立之保險契約，於訂約時，該他人未確定者，由要保人或保險契約所載可得確定之受益人，享受其利益。"
"被保險人因保險人應負之保險責任損失發生時，而對於第三人有損失賠償請求權者，能代位行使被保險人對於第三人之請求權?","可以，被保險人因保險人應負保險責任之損失發生，而對於第三人有損失賠償請求權者，保險人得於給付賠償金額後，代位行使被保險人對於第三人之請求權。"
"當保險人給付賠償金額後代位行使被保險人對於第三人之請求權時，其所請求之數額之上限可以超過賠償金?",否，以不逾賠償金額為限。
"當對於第三人有損失賠償請求權且第三人為被保險人之家屬時，保險人有代位請求權?",否，第三人為被保險人之家屬或受僱人時，保險人無代位請求權。
"當對於第三人有損失賠償請求權且第三人為被保險人之受僱人時，保險人有代位請求權?",否，第三人為被保險人之家屬或受僱人時，保險人無代位請求權。
"當對於第三人有損失賠償請求權且第三人為被保險人之受僱人或家屬時，但損失是由其故意所致，保險人有代位請求權?","是，第三人為被保險人之家屬或受僱人時，保險人無代位請求權。但損失係由其故意所致者，不在此限。"
保險人可以變更保險契約，使其對自己有利?,否，本法之強制規定，不得以契約變更之。
保險人可以變更保險契約，使其對被保險人有利?,"可以，本法之強制規定，不得以契約變更之。但有利於被保險人者，不在此限。"
保險契約之所用之文字可以拘泥於所用之文字?,"否，保險契約之解釋，應探求契約當事人之真意，不得拘泥於所用之文字。"
當保險契約之拘泥於所用文字，如有疑慮，將以有利於誰解釋之原則?,"被保險人，保險契約之解釋，應探求契約當事人之真意，不得拘泥於所用之文字；如有疑義時，以作有利於被保險人之解釋為原則。"
保險契約中有免除或減輕保險人依本法應負之義務時，其約定有效?,"否，保險契約中有左列情事之一，依訂約時情形顯失公平者，該部分之約定無效：　　一、免除或減輕保險人依本法應負之義務者。　　二、使要保人、受益人或被保險人拋棄或限制其依本法所享之權利者。　　三、加重要保人或被保險人之義務者。　　四、其他於要保人、受益人或被保險人有重大不利益者。"
"保險契約中有使要保人、受益人或被保險人拋棄或限制其依本法所享之權利時，其約定有效?","否，保險契約中有左列情事之一，依訂約時情形顯失公平者，該部分之約定無效：　　一、免除或減輕保險人依本法應負之義務者。　　二、使要保人、受益人或被保險人拋棄或限制其依本法所享之權利者。　　三、加重要保人或被保險人之義務者。　　四、其他於要保人、受益人或被保險人有重大不利益者。"
保險契約中有加重要保人或被保險人之義務時，其約定有效?,"否，保險契約中有左列情事之一，依訂約時情形顯失公平者，該部分之約定無效：　　一、免除或減輕保險人依本法應負之義務者。　　二、使要保人、受益人或被保險人拋棄或限制其依本法所享之權利者。　　三、加重要保人或被保險人之義務者。　　四、其他於要保人、受益人或被保險人有重大不利益者。"
"保險契約中有其他於要保人、受益人或被保險人有重大不利益時，其約定有效?","否，保險契約中有左列情事之一，依訂約時情形顯失公平者，該部分之約定無效：　　一、免除或減輕保險人依本法應負之義務者。　　二、使要保人、受益人或被保險人拋棄或限制其依本法所享之權利者。　　三、加重要保人或被保險人之義務者。　　四、其他於要保人、受益人或被保險人有重大不利益者。"
保險契約應載明當事人之姓名及住所?,"是，保險契約，除本法另有規定外，應記載左列各款事項：　　一、當事人之姓名及住所。　　二、保險之標的物。　　三、保險事故之種類。　　四、保險責任開始之日、時及保險期間。　　五、保險金額。　　六、保險費。　　七、無效及失權之原因。　　八、訂約之年、月、日。"
保險契約應載明保險之標的物及保險事故之種類?,"是，保險契約，除本法另有規定外，應記載左列各款事項：　　一、當事人之姓名及住所。　　二、保險之標的物。　　三、保險事故之種類。　　四、保險責任開始之日、時及保險期間。　　五、保險金額。　　六、保險費。　　七、無效及失權之原因。　　八、訂約之年、月、日。"
"保險契約應載明保險責任開始之日、時及保險期間、保險金額及保險費?","是，保險契約，除本法另有規定外，應記載左列各款事項：　　一、當事人之姓名及住所。　　二、保險之標的物。　　三、保險事故之種類。　　四、保險責任開始之日、時及保險期間。　　五、保險金額。　　六、保險費。　　七、無效及失權之原因。　　八、訂約之年、月、日。"
